"","Effect","F","v1","v2","ncp","Rsq","upper.CL","lower.CL"
"1","poly(pca1_clima, 2)1",0.369345738514447,1,173,0.369345738514447,0.00213039817933855,0.0377031190235054,8.23646865681847e-06
"2","poly(pca1_clima, 2)2",2.53496162427067,1,173,2.53496162427067,0.0144413488960491,0.0694519136151282,7.13427906584781e-05
"3","poly(Corg_percent, 2)1",2.00476600302569,1,173,2.00476600302569,0.0114554937491875,0.0630966727804493,4.21488089876735e-05
"4","poly(Corg_percent, 2)2",0.678853178039512,1,173,0.678853178039512,0.00390866916505727,0.0437379090333161,1.12232105466722e-05
"5","poly(pH, 2)2",11.836231966005,1,173,11.836231966005,0.0640363192871295,0.148424983111239,0.0124428233286165
"6","poly(pH, 2)1",0.982909719879743,1,173,0.982909719879743,0.00564946132618584,0.0488670972910977,1.52083213077137e-05
"7","poly(cover_litter, 2)1",7.82574706274554,1,173,7.82574706274554,0.0432778362034365,0.118775597892169,0.00405351967592138
"8","poly(cover_litter, 2)2",0.299023800097122,1,173,0.299023800097122,0.00172547884887136,0.0361697971048603,7.67724809585062e-06
"9","grazing_intencity",1.19674509501949,1,173,1.19674509501949,0.00687007724723386,0.0521549698460883,1.88298770954697e-05
"10","mowing1",0.0563775789032913,1,173,0.0563775789032913,0.000325775794524455,0.0302432027812905,6.02329293373068e-06
"11","Model",2.38964398587048,10,173,23.8964398587048,0.121365525328204,0.25843376399535,0.0814306563482011
