"","Chisq","Df","Pr(>Chisq)"
"poly(pca1_clima, 2)",6.17937758492099,2,0.0455161171595582
"poly(Corg_percent, 2)",18.8642763429064,2,8.01077326214015e-05
"poly(pH, 2)",4.83037423835672,2,0.08935061814316
"poly(cover_litter, 2)",20.1413427420017,2,4.23022039259572e-05
"grazing_intencity",0.163966257386213,1,0.685530824298724
"mowing",1.03827454503273,1,0.308223106878175
