"","Chisq","Df","Pr(>Chisq)"
"poly(pca1_clima, 2)",7.82740778110862,2,0.019966410535401
"poly(Corg_percent, 2)",14.1187102824742,2,0.000859332063150353
"pH",0.434339176415978,1,0.509867425528354
"poly(cover_litter, 2)",8.35943655126349,2,0.0153028181362727
"grazing_intencity",0.0709514969617481,1,0.789956406632979
"mowing",0.0138352621280411,1,0.906366070204375
