"","Chisq","Df","Pr(>Chisq)"
"poly(pca1_clima, 2)",7.82992039868046,2,0.0199413423084361
"poly(Corg_percent, 2)",14.1192017896873,2,0.00085912090514411
"pH",0.434364196922888,1,0.509855236554554
"poly(cover_litter, 2)",8.35975744893007,2,0.0153003630139227
"grazing_intencity",0.0709478074413193,1,0.789961739961408
"mowing",0.0138365129340612,1,0.906361857198231
