"","Chisq","Df","Pr(>Chisq)"
"poly(pca1_clima, 2)",9.87453354868177,2,0.007174180252825
"poly(pH, 2)",0.200696858804244,2,0.904522200994007
"poly(Corg_percent, 2)",2.55875825765138,2,0.278209979398572
"poly(cover_litter, 2)",9.75252449837477,2,0.00762546290722301
"grazing_intencity",2.85421709088689,1,0.0911345981801891
"mowing",0.00107783997931159,1,0.973809777099274
