"","Chisq","Df","Pr(>Chisq)"
"poly(pca1_clima, 2)",6.17872965837435,2,0.0455308650986284
"poly(Corg_percent, 2)",18.8643659032748,2,8.01041454626959e-05
"poly(pH, 2)",4.82983864343418,2,0.0893745492160586
"poly(cover_litter, 2)",20.1409517398227,2,4.23104748613746e-05
"grazing_intencity",0.163964948356742,1,0.685532012468324
"mowing",1.03826377118236,1,0.308225616849418
